SEQ;MATRICULA;LINHAFUNCIONAL;ANOLETIVO;TIPOCONTRATO;CARGO;CODESCOLA;ESCOLA;TURMA;CODTURNO;NOMETURNO;CODSERIE;NOMESERIE;CODDISCIPLINA;NOMEDISCIPLINA;DATAINICIO;DATAFINAL;CHDISCIPLINA;CH_DISCIPLINAMENSAL;CH_ATIVIDADEMENSAL;HP;HA;JORNADAMENSAL
344;500895;15;2021;PSS;PROFESSOR SUBSTITUTO;23;EMEIF SILVIO NASCIMENTO;C11102;1;MANHA;10;CICLO I  -  1º ANO;17;EDUC GERAL FUNDAMENTAL;01/12/21;30/12/21;100;0;0;0;0;200
345;500895;15;2021;PSS;PROFESSOR SUBSTITUTO;23;EMEIF SILVIO NASCIMENTO;C11102;1;MANHA;10;CICLO I  -  1º ANO;17;EDUC GERAL FUNDAMENTAL;01/12/21;30/12/21;100;0;0;0;0;200
346;500895;15;2021;PSS;PROFESSOR SUBSTITUTO;23;EMEIF SILVIO NASCIMENTO;C11102;1;MANHA;10;CICLO I  -  1º ANO;17;EDUC GERAL FUNDAMENTAL;01/12/21;30/12/21;100;0;0;0;0;200
347;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;12/04/21;09/05/21;100;100;0;0;0;100
348;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;12/04/21;09/05/21;100;100;0;0;0;100
349;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;12/04/21;09/05/21;100;100;0;0;0;100
350;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;12/04/21;09/05/21;100;100;0;0;0;100
351;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;12/04/21;09/05/21;100;100;0;0;0;200
352;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;01/09/21;31/10/21;100;100;0;0;0;100
353;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;01/09/21;31/10/21;100;100;0;0;0;100
354;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;01/09/21;31/10/21;100;100;0;0;0;100
355;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;01/09/21;31/10/21;100;100;0;0;0;100
356;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;01/09/21;31/10/21;100;100;0;0;0;200
357;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;10/05/21;22/06/21;100;100;0;0;0;100
358;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;10/05/21;22/06/21;100;100;0;0;0;100
359;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;10/05/21;22/06/21;100;100;0;0;0;100
360;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;10/05/21;22/06/21;100;100;0;0;0;100
361;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;10/05/21;22/06/21;100;100;0;0;0;200
362;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;02/08/21;31/08/21;100;100;0;0;0;100
363;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;02/08/21;31/08/21;100;100;0;0;0;100
364;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;02/08/21;31/08/21;100;100;0;0;0;100
365;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;02/08/21;31/08/21;100;100;0;0;0;100
366;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;02/08/21;31/08/21;100;100;0;0;0;200
367;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;23/06/21;30/06/21;100;100;0;0;0;100
368;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;23/06/21;30/06/21;100;100;0;0;0;100
369;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;23/06/21;30/06/21;100;100;0;0;0;100
370;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;23/06/21;30/06/21;100;100;0;0;0;100
371;499587;14;2021;PSS;PROFESSOR SUBSTITUTO;38;EMEIF PALMIRA GABRIEL;C22101;1;MANHA;16;CICLO II  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;23/06/21;30/06/21;100;100;0;0;0;200
372;487597;10;2021;PSS;PROFESSOR SUBSTITUTO;474;EMEIF PAULO ALMEIDA BRASIL;J11101;1;MANHA;67;JARDIM I;16;EDUC GERAL INFANTIL;20/05/21;30/09/21;100;0;0;0;0;60
373;487597;10;2021;PSS;PROFESSOR SUBSTITUTO;474;EMEIF PAULO ALMEIDA BRASIL;J11101;1;MANHA;67;JARDIM I;16;EDUC GERAL INFANTIL;20/05/21;30/09/21;100;0;0;0;0;200
374;487597;10;2021;PSS;PROFESSOR SUBSTITUTO;474;EMEIF PAULO ALMEIDA BRASIL;J11101;1;MANHA;67;JARDIM I;16;EDUC GERAL INFANTIL;20/05/21;30/09/21;100;0;0;0;0;200
375;487597;10;2021;PSS;PROFESSOR SUBSTITUTO;474;EMEIF PAULO ALMEIDA BRASIL;J11101;1;MANHA;67;JARDIM I;16;EDUC GERAL INFANTIL;20/05/21;30/09/21;100;0;0;0;0;200
376;487597;10;2021;PSS;PROFESSOR SUBSTITUTO;474;EMEIF PAULO ALMEIDA BRASIL;C12301;3;TARDE  ;13;CICLO I  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;20/05/21;31/08/21;100;0;0;0;0;60
377;487597;10;2021;PSS;PROFESSOR SUBSTITUTO;474;EMEIF PAULO ALMEIDA BRASIL;C12301;3;TARDE  ;13;CICLO I  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;20/05/21;31/08/21;100;0;0;0;0;200
378;487597;10;2021;PSS;PROFESSOR SUBSTITUTO;474;EMEIF PAULO ALMEIDA BRASIL;C12301;3;TARDE  ;13;CICLO I  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;20/05/21;31/08/21;100;0;0;0;0;200
379;487597;10;2021;PSS;PROFESSOR SUBSTITUTO;474;EMEIF PAULO ALMEIDA BRASIL;C12301;3;TARDE  ;13;CICLO I  -  2º ANO;17;EDUC GERAL FUNDAMENTAL;20/05/21;31/08/21;100;0;0;0;0;200
